type,seq,remote,client_send_ns,server_recv_ns,payload_bytes,server_proc_ms,payload_len,server_log_ns
MSG,70,/192.168.1.11:34030,498058882204,585438965694,1024,0.000091,1024,585439107434
MSG,71,/192.168.1.11:34030,498071449993,585451800832,1024,0.000172,1024,585451950156
MSG,72,/192.168.1.11:34030,498083436488,585465565042,1024,0.000245,1024,585465993284
MSG,73,/192.168.1.11:34030,498100822482,585482863899,1024,0.000318,1024,585483187038
MSG,74,/192.168.1.11:34030,498118514231,585499067539,1024,0.000095,1024,585499217630
MSG,75,/192.168.1.11:34030,498135094429,585516276492,1024,0.000092,1024,585516558779
MSG,76,/192.168.1.11:34030,498149153533,585530427805,1024,0.000056,1024,585530594210
MSG,77,/192.168.1.11:34030,498159237068,585539426642,1024,0.000057,1024,585539542868
MSG,78,/192.168.1.11:34030,498168135405,585548829225,1024,0.000134,1024,585549015429
MSG,79,/192.168.1.11:34030,498179804483,585559921901,1024,0.000063,1024,585560108866
MSG,80,/192.168.1.11:34030,498190575549,585571550868,1024,0.000064,1024,585571792563
MSG,81,/192.168.1.11:34030,498208114126,585589073408,1024,0.000199,1024,585589396885
MSG,82,/192.168.1.11:34030,498218875916,585599080456,1024,0.000106,1024,585599270710
MSG,83,/192.168.1.11:34030,498232108842,585612629022,1024,0.000084,1024,585612831370
MSG,84,/192.168.1.11:34030,498242452690,585622232163,1024,0.000100,1024,585622379881
MSG,85,/192.168.1.11:34030,498253240249,585633682550,1024,0.000091,1024,585633836293
MSG,86,/192.168.1.11:34030,498264459014,585644970251,1024,0.000107,1024,585645226308
MSG,87,/192.168.1.11:34030,498274165055,585654652325,1024,0.000062,1024,585654845366
MSG,88,/192.168.1.11:34030,498282862291,585663545846,1024,0.000050,1024,585663692166
MSG,89,/192.168.1.11:34030,498291605027,585671583785,1024,0.000062,1024,585671704239
MSG,90,/192.168.1.11:34030,498301856427,585681923403,1024,0.000084,1024,585682061447
MSG,91,/192.168.1.11:34030,498310532480,585690523731,1024,0.000091,1024,585690644196
MSG,92,/192.168.1.11:34030,498322070195,585702349910,1024,0.000075,1024,585702478840
MSG,93,/192.168.1.11:34030,498332021731,585712417702,1024,0.000042,1024,585712594320
MSG,94,/192.168.1.11:34030,498340449391,585720448888,1024,0.000048,1024,585720672719
MSG,95,/192.168.1.11:34030,498348143130,585728322592,1024,0.000039,1024,585728438101
MSG,96,/192.168.1.11:34030,498355024100,585734812090,1024,0.000045,1024,585734979891
MSG,97,/192.168.1.11:34030,498362463820,585742946209,1024,0.000088,1024,585743144326
MSG,98,/192.168.1.11:34030,498370635054,585751685055,1024,0.000044,1024,585752282147
MSG,99,/192.168.1.11:34030,498386409993,585766939932,1024,0.000049,1024,585767163712
MSG,100,/192.168.1.11:34030,498394156919,585774306001,1024,0.000186,1024,585774490585
